,file_name,last_access_index,last_modify_index,creation_index,last_access_step,last_modify_step,creation_step
0,/home/runner/work/JSqlParser/JSqlParser/target/jacoco.exec,46873,46850,31793,BuildwithMaven,BuildwithMaven,BuildwithMaven
1,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/index-all.html,516019,507318,507089,BuildwithMaven,BuildwithMaven,BuildwithMaven
2,/home/runner/work/JSqlParser/JSqlParser/target/generated-sources/javacc/net/sf/jsqlparser/parser/CCJSqlParser.java,501284,7208,6769,BuildwithMaven,BuildwithMaven,BuildwithMaven
3,/home/runner/work/JSqlParser/JSqlParser/target/javacc-1684358524122/parser/CCJSqlParser.java,7207,6582,6471,BuildwithMaven,BuildwithMaven,BuildwithMaven
4,/home/runner/work/JSqlParser/JSqlParser/target/generated-sources/javacc/net/sf/jsqlparser/parser/CCJSqlParserTokenManager.java,501311,7372,7247,BuildwithMaven,BuildwithMaven,BuildwithMaven
5,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/class-use/Expression.html,513533,506075,506030,BuildwithMaven,BuildwithMaven,BuildwithMaven
6,/home/runner/work/JSqlParser/JSqlParser/target/javacc-1684358524122/parser/CCJSqlParserTokenManager.java,7371,6616,6584,BuildwithMaven,BuildwithMaven,BuildwithMaven
7,/home/runner/work/JSqlParser/JSqlParser/target/javacc-1684358524122/node/JSqlParserCC.jj,6469,6406,6351,BuildwithMaven,BuildwithMaven,BuildwithMaven
8,/home/runner/work/JSqlParser/JSqlParser/target/generated-sources/jjtree/net/sf/jsqlparser/parser/JSqlParserCC.jj,498863,7579,7548,BuildwithMaven,BuildwithMaven,BuildwithMaven
9,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/TablesNamesFinder.html,515106,503370,503344,BuildwithMaven,BuildwithMaven,BuildwithMaven
10,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/validator/ExpressionValidator.html,514709,503660,503641,BuildwithMaven,BuildwithMaven,BuildwithMaven
11,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/deparser/ExpressionDeParser.html,515048,503972,503954,BuildwithMaven,BuildwithMaven,BuildwithMaven
12,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/overview-tree.html,508869,507087,507069,BuildwithMaven,BuildwithMaven,BuildwithMaven
13,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/ExpressionVisitorAdapter.html,513906,502705,502687,BuildwithMaven,BuildwithMaven,BuildwithMaven
14,/home/runner/work/JSqlParser/JSqlParser/target/test-classes/net/sf/jsqlparser/statement/select/performanceIssue1397.sql,35654,24934,24899,BuildwithMaven,BuildwithMaven,BuildwithMaven
15,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/PlainSelect.html,511080,502079,502062,BuildwithMaven,BuildwithMaven,BuildwithMaven
16,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/parser/feature/Feature.html,509072,501353,501334,BuildwithMaven,BuildwithMaven,BuildwithMaven
17,/home/runner/work/JSqlParser/JSqlParser/src/test/java/net/sf/jsqlparser/statement/select/SelectTest.java,31050,3522,3506,BuildwithMaven,uses-checkout,uses-checkout
18,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/alter/AlterExpression.html,509507,501663,501648,BuildwithMaven,BuildwithMaven,BuildwithMaven
19,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/schema/class-use/Table.html,509176,504715,-1,BuildwithMaven,BuildwithMaven,Not provided
20,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/validator/AbstractValidator.html,514254,503541,503527,BuildwithMaven,BuildwithMaven,BuildwithMaven
21,/home/runner/work/JSqlParser/JSqlParser/target/javacc-1684358524122/node/SimpleNode.java,6730,6376,6363,BuildwithMaven,BuildwithMaven,BuildwithMaven
22,/home/runner/work/JSqlParser/JSqlParser/target/test-classes/net/sf/jsqlparser/statement/select/large-sql-issue-923-2.txt,35647,24977,24952,BuildwithMaven,BuildwithMaven,BuildwithMaven
23,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/class-use/Model.html,509019,504696,504683,BuildwithMaven,BuildwithMaven,BuildwithMaven
24,/home/runner/work/JSqlParser/JSqlParser/src/main/jjtree/net/sf/jsqlparser/parser/JSqlParserCC.jjt,496380,3157,3143,BuildwithMaven,uses-checkout,uses-checkout
25,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/schema/class-use/Column.html,509193,504729,504717,BuildwithMaven,BuildwithMaven,BuildwithMaven
26,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/class-use/ExpressionVisitor.html,513169,505718,505706,BuildwithMaven,BuildwithMaven,BuildwithMaven
27,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/update/Update.html,511491,502325,502313,BuildwithMaven,BuildwithMaven,BuildwithMaven
28,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/package-use.html,512862,506861,506850,BuildwithMaven,BuildwithMaven,BuildwithMaven
29,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/validator/StatementValidator.html,514575,503774,503763,BuildwithMaven,BuildwithMaven,BuildwithMaven
30,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/ExpressionVisitor.html,513498,502685,502674,BuildwithMaven,BuildwithMaven,BuildwithMaven
31,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/insert/Insert.html,511201,502246,502235,BuildwithMaven,BuildwithMaven,BuildwithMaven
32,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/allclasses-frame.html,508888,507335,507325,BuildwithMaven,BuildwithMaven,BuildwithMaven
33,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/delete/Delete.html,511460,502354,502344,BuildwithMaven,BuildwithMaven,BuildwithMaven
34,/home/runner/work/JSqlParser/JSqlParser/target/checkstyle-result.xml,24794,24771,22342,BuildwithMaven,BuildwithMaven,BuildwithMaven
35,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/class-use/Statement.html,509969,504843,504833,BuildwithMaven,BuildwithMaven,BuildwithMaven
36,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/StatementVisitorAdapter.html,510150,501627,501617,BuildwithMaven,BuildwithMaven,BuildwithMaven
37,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/deparser/StatementDeParser.html,515115,504055,504045,BuildwithMaven,BuildwithMaven,BuildwithMaven
38,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/operators/relational/class-use/ExpressionList.html,512217,506298,506289,BuildwithMaven,BuildwithMaven,BuildwithMaven
39,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/class-use/ValidationCapability.html,514205,506427,506418,BuildwithMaven,BuildwithMaven,BuildwithMaven
40,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/class-use/OrderByElement.html,510750,505200,505191,BuildwithMaven,BuildwithMaven,BuildwithMaven
41,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/create/table/CreateTable.html,511647,502398,502389,BuildwithMaven,BuildwithMaven,BuildwithMaven
42,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/expression/AnalyticExpression.html,513655,502582,502573,BuildwithMaven,BuildwithMaven,BuildwithMaven
43,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/class-use/StatementVisitor.html,509976,504925,504916,BuildwithMaven,BuildwithMaven,BuildwithMaven
44,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/allclasses-noframe.html,508819,507346,507337,BuildwithMaven,BuildwithMaven,BuildwithMaven
45,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/metadata/AbstractDatabaseMetaDataCapability.html,514858,503832,503824,BuildwithMaven,BuildwithMaven,BuildwithMaven
46,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/feature/FeaturesAllowed.html,514084,503461,503453,BuildwithMaven,BuildwithMaven,BuildwithMaven
47,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/util/validation/validator/SelectValidator.html,514627,503733,503725,BuildwithMaven,BuildwithMaven,BuildwithMaven
48,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/parser/feature/class-use/Feature.html,508952,504675,504667,BuildwithMaven,BuildwithMaven,BuildwithMaven
49,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/class-use/WithItem.html,510611,505386,505378,BuildwithMaven,BuildwithMaven,BuildwithMaven
50,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/package-use.html,510325,507007,506999,BuildwithMaven,BuildwithMaven,BuildwithMaven
51,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/Join.html,510898,501937,501929,BuildwithMaven,BuildwithMaven,BuildwithMaven
52,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/create/table/ForeignKeyIndex.html,511620,502416,502408,BuildwithMaven,BuildwithMaven,BuildwithMaven
53,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/package-use.html,509760,506903,506895,BuildwithMaven,BuildwithMaven,BuildwithMaven
54,/home/runner/work/JSqlParser/JSqlParser/target/apidocs/net/sf/jsqlparser/statement/select/SetOperationList.html,510166,502138,502130,BuildwithMaven,BuildwithMaven,BuildwithMaven
